Date,open,high,low,close,volume
7/6/2021,33690.15,35118.88,33532,34220.01,58210.59635
7/7/2021,34220.02,35059.09,33777.77,33862.12,53807.52168
7/8/2021,33862.11,33929.64,32077,32875.71,70136.48032
7/9/2021,32875.71,34100,32261.07,33815.81,47153.9399
7/10/2021,33815.81,34262,33004.78,33502.87,34761.17547
7/11/2021,33502.87,34666,33306.47,34258.99,31572.64745
7/12/2021,34259,34678.43,32658.34,33086.63,48181.40376
7/13/2021,33086.94,33340,32202.25,32729.77,41126.36101
7/14/2021,32729.12,33114.03,31550,32820.02,46777.82348
7/15/2021,32820.03,33185.25,31133,31880,51639.57635
7/16/2021,31874.49,32249.18,31020,31383.87,48499.86415
7/17/2021,31383.86,31955.92,31164.31,31520.07,34012.24213
7/18/2021,31520.07,32435,31108.97,31778.56,35923.71619
7/19/2021,31778.57,31899,30407.44,30839.65,47340.4685
7/20/2021,30839.65,31063.07,29278,29790.35,61034.04902
7/21/2021,29790.34,32858,29482.61,32144.51,82796.26513
7/22/2021,32144.51,32591.35,31708,32287.83,46148.09243
7/23/2021,32287.58,33650,31924.32,33634.09,50112.86363
7/24/2021,33634.1,34500,33401.14,34258.14,47977.55014
7/25/2021,34261.51,35398,33851.12,35381.02,47852.92831
7/26/2021,35381.02,40550,35205.78,37237.6,152452.5127
7/27/2021,37241.33,39542.61,36383,39457.87,88397.26702
7/28/2021,39456.61,40900,38772,40019.56,101344.5284
7/29/2021,40019.57,40640,39200,40016.48,53998.43928
7/30/2021,40018.49,42316.71,38313.23,42206.37,73602.78481
7/31/2021,42206.36,42448,41000.15,41461.83,44849.79101
8/1/2021,41461.84,42599,39422.01,39845.44,53953.18633
8/2/2021,39850.27,40480.01,38690,39147.82,50837.35195
8/3/2021,39146.86,39780,37642.03,38207.05,57117.43585
8/4/2021,38207.04,39969.66,37508.56,39723.18,52329.35243
8/5/2021,39723.17,41350,37332.7,40862.46,84343.75562
8/6/2021,40862.46,43392.43,39853.86,42836.87,75753.94135
8/7/2021,42836.87,44700,42446.41,44572.54,73396.74081
8/8/2021,44572.54,45310,43261,43794.37,69329.0927
8/9/2021,43794.36,46454.15,42779,46253.4,74587.88485
8/10/2021,46248.87,46700,44589.46,45584.99,53814.64342
8/11/2021,45585,46743.47,45341.14,45511,52734.90198
8/12/2021,45510.67,46218.12,43770,44399,55266.10878
8/13/2021,44400.06,47886,44217.39,47800,48239.37043
8/14/2021,47799.99,48144,45971.03,47068.51,46114.35902
8/15/2021,47068.5,47372.27,45500,46973.82,42110.71133
8/16/2021,46973.82,48053.83,45660,45901.29,52480.57401
8/17/2021,45901.3,47160,44376,44695.95,57039.34163
8/18/2021,44695.95,46000,44203.28,44705.29,54099.41599
8/19/2021,44699.37,47033,43927.7,46760.62,53411.75392
8/20/2021,46760.62,49382.99,46622.99,49322.47,56850.35223
8/21/2021,49322.47,49757.04,48222,48821.87,46745.13658
8/22/2021,48821.88,49500,48050,49239.22,37007.8878
8/23/2021,49239.22,50500,49029,49488.85,52462.54195
8/24/2021,49488.85,49860,47600,47674.01,51014.59475
8/25/2021,47674.01,49172.58,47126.28,48934.98,39411.30679
